title;abstract;journal;area;field
SIDE CHAIN CONFORMATION AND ITS INFLUENCE ON GLYCOSYLATION SELECTIVITY IN HEXO-AND HIGHER CARBON FURANOSIDES;WE DESCRIBE THE SYNTHESIS AND SIDE CHAIN CONFORMATIONAL ANALYSIS OF A SERIES OF FOUR 6-DEOXY-2,3,5-TRI-O-BENZYL HEXOFURANOSYL DONORS WITH THE D-GLUCO, L-IDO, D-ALTRO, AND L-GALACTO CONFIGURATIONS. THE CONFORMATION OF THE EXOCYCLIC BOND OF THESE COMPOUNDS DEPENDS ON THE RELATIVE C;JOURNAL OF ORGANIC CHEMISTRY;Chemistry;Organic Chemistry
PD-CATALYZED OXIDATIVE AMINOCARBONYLATION OF ARYLBORONIC ACIDS WITH UNREACTIVE TERTIARY AMINES VIA C-N BOND ACTIVATION;AN EFFICIENT SYNTHESIS OF TERTIARY AMIDES FROM ARYL BORONIC ACIDS AND INERT TERTIARY AMINES THROUGH THE OXIDATIVE CARBONYLATION VIA C(SP(3))-N BOND ACTIVATION IS PRESENTED. THIS PROTOCOL SIGNIFICANTLY RESTRICTS THE HOMOCOUPLING BIARYLKETONE PRODUCT. IT INVOLVES THE USE OF A HOMOG;JOURNAL OF ORGANIC CHEMISTRY;Chemistry;Organic Chemistry
SYNTHESIS AND PHOTOPHYSICAL PROPERTIES OF [3]CYCLO-1,8-PYRENES VIA [4+2] CYCLOADDITION REACTION;HEREIN, WE REPORT THE SYNTHESIS, CHARACTERIZATION, AND PHOTOPHYSICAL PROPERTIES OF THE CROWN-LIKE STRUCTURE OF [3]CYCLO-1,8-PYRENES (COMPOUNDS 9 AND 10). PLANAR PYRENYL ARYLENE-ETHYNYLENE MACROCYCLES ARE USED AS THE PRECURSORS TO SYNTHESIZE THESE PYRENE-BASED CYCLOARENES BY [4 + ;JOURNAL OF ORGANIC CHEMISTRY;Chemistry;Organic Chemistry
REACTION OF NITROXYL (HNO) WITH HYDROGEN SULFIDE AND HYDROPERSULFIDES;NITROXYL (HNO) HAS GAINED A CONSIDERABLE AMOUNT OF ATTENTION BECAUSE OF ITS PROMISING PHARMACOLOGICAL EFFECTS. THE BIOCHEMICAL MECHANISMS OF HNO ACTIVITY ARE ASSOCIATED WITH THE MODIFICATION OF REGULATORY THIOL PROTEINS. RECENTLY, SEVERAL STUDIES HAVE SUGGESTED THAT HYDROPERSULFI;JOURNAL OF ORGANIC CHEMISTRY;Chemistry;Organic Chemistry
SYNTHESIS OF THE PROPOSED ISOMERS OF THE DEEP-SEA MUSSEL METABOLITES BATHYMODIOLAMIDES A AND B;THE FIRST TOTAL SYNTHESIS OF BATHYMODIOLAMIDES A AND B, CERAMIDE-LIKE METABOLITES OF THE DEEP-SEA HYDROTHERMAL VENT MUSSEL BATHYMODIOLUS THERMOPHILUS, WAS ACCOMPLISHED IN EIGHT LINEAR STEPS STARTING FROM GARNER'S ALDEHYDE AND THREE CARBOXYLIC ACIDS. A SEQUENCE OF VINYLATION OF GA;JOURNAL OF ORGANIC CHEMISTRY;Chemistry;Organic Chemistry
TRANSITION-METAL- AND LIGHT-FREE GENERATION OF AN IMINYL RADICAL: FACILE APPROACH TO OXINDOLES AND ISOQUINOLINEDIONES WITH A QUATERNARY CARBON CENTER VIA CYANOALKYLARYLATION;"WE HAVE DEVELOPED AN EFFICIENT AND NON-TOXIC METHOD FOR THE ENVIRONMENTAL-FRIENDLY GENERATION OF AN IMINYL RADICAL FROM CYCLOBUTANONE OXIME ESTER VIA DIRECT THERMOLYSIS IN THE ABSENCE OF LIGHT, TRANSITION METALS, ""TIN"", AND OTHER ACTIVATORS. THIS REDOX-NEUTRAL CYANOALKYLARYLATION";JOURNAL OF ORGANIC CHEMISTRY;Chemistry;Organic Chemistry
SYNTHESIS OF INDOLO[2,3-C]QUINOLIN-6(7H)-ONES AND ANTIMALARIAL ISONEOCRYPTOLEPINE. COMPUTATIONAL STUDY ON THE PD-CATALYZED INTRAMOLECULAR C-H ARYLATION;THE SYNTHESIS OF VARIOUSLY SUBSTITUTED INDOLO[2,3-C]QUINOLIN-6(7H)-ONES WAS DEVELOPED VIA PD-CATALYZED INTRAMOLECULAR C-H ARYLATION. THIS METHOD HIGHLIGHTS A STRATEGY FOR PREPARING INDOLOQUINOLINE PRECURSORS BEARING VERSATILE FUNCTIONAL GROUPS AND PROVIDES A NEW APPROACH FOR THE ;JOURNAL OF ORGANIC CHEMISTRY;Chemistry;Organic Chemistry
REAGENT AND CATALYST CAPSULES: A CHEMICAL DELIVERY SYSTEM FOR REACTION SCREENING AND PARALLEL SYNTHESIS;COMMERCIALLY AVAILABLE HYDROXYPROPYL METHYLCELLULOSE CAPSULES ARE EMPLOYED AS A FAST, SAFE, AND USER-FRIENDLY CHEMICAL DELIVERY SYSTEM CONTAINING ALL REAGENTS (CATALYST, LIGAND, AND BASE) FOR THREE IMPORTANT TRANSITION-METAL-CATALYZED REACTIONS: BUCHWALD-HARTWIG, SUZUKI-MIYAURA, ;JOURNAL OF ORGANIC CHEMISTRY;Chemistry;Organic Chemistry
STEREOCHEMISTRIES AND BIOLOGICAL PROPERTIES OF OLIGOMYCIN A DIELS-ALDER ADDUCTS;OLIGOMYCIN A IS A POTENT ANTIBIOTIC AND ANTITUMOR AGENT. HOWEVER, ITS APPLICATIONS ARE RESTRICTED BY ITS HIGH TOXICITY AND LOW BIOAVAILABILITY. IN THIS STUDY, WE OBTAINED OLIGOMYCIN A DIELS-ALDER ADDUCTS WITH BENZOQUINONE AND N-BENZYLMALEIMIDE AND DETERMINED THEIR ABSOLUTE CONFIG;JOURNAL OF ORGANIC CHEMISTRY;Chemistry;Organic Chemistry
SCALING AMATOXIN SYNTHESIS WITH AN IMPROVED ROUTE TO (2S,3R,4R)-DIHYDROXYISOLEUCINE EXEMPLIFIED BY A TOXIC, CLICKABLE ALPHA-AMANITIN ANALOGUE;HERE WE REPORT A SCALABLE SYNTHESIS OF THE KEY AMINO ACID RESIDUE, (2S,3R,4R)-4,5-DIHYDROXYISOLEUCINE (DHILE) IN ALPHA-AMANITIN, THAT IN TURN ENABLES THE SCALABLE SYNTHESIS OF AN EQUIPOTENT ANALOGUE, ASN((N-ETHYLAZIDE))-S,6'-DIDEOXY-ALPHA-AMANITIN, SUITABLE FOR CUAAC CONJUGATION ;JOURNAL OF ORGANIC CHEMISTRY;Chemistry;Organic Chemistry
COMPUTATIONAL COMPARISON OF CHEMICAL AND ISOTOPIC APPROACHES TO CONTROL THE PHOTOISOMERIZATION DYNAMICS OF LIGHT-DRIVEN MOLECULAR MOTORS;SYNTHETIC MOLECULAR MOTORS DRIVEN BY E/Z PHOTOISOMERIZATION REACTIONS ARE ABLE TO PRODUCE UNIDIRECTIONAL ROTARY MOTION BECAUSE OF A STRUCTURAL ASYMMETRY THAT MAKES ONE DIRECTION OF ROTATION MORE PROBABLE THAN THE OTHER. IN MOST SUCH MOTORS, THIS ASYMMETRY IS REALIZED THROUGH THE ;JOURNAL OF ORGANIC CHEMISTRY;Chemistry;Organic Chemistry
BIOMIMETIC TOTAL SYNTHESES OF (+)-CHLOROPUPUKEANANIN, (-)-CHLOROPUPUKEANOLIDE D, AND CHLOROPESTOLIDES;CHLOROPUPUKEANANIN, CHLOROPUPUKEANOLIDES, AND CHLOROPESTOLIDES ARE A FAMILY OF STRUCTURALLY COMPLEX BIOACTIVE NATURAL PRODUCTS THAT POSSESS HIGHLY FUNCTIONALIZED TRICYCLO[4.3.1.0(3,7)]DECANE OR BICYCLO[2.2.2]OCTANE SKELETONS. BIOSYNTHESIS OF THE CHLOROPUPUKEANANIN FAMILY IS TRIGG;JOURNAL OF ORGANIC CHEMISTRY;Chemistry;Organic Chemistry
VISIBLE-LIGHT-INDUCED PHOTOCATALYST-FREE AEROBIC HYDROXYAZIDATIONS OF INDOLES: A HIGHLY REGIOSELECTIVE AND STEREOSELECTIVE SYNTHESIS OF TRANS-2-AZIDOINDOLIN-3-OLS;A VISIBLE-LIGHT-PROMOTED AEROBIC HYDROXYAZIDATION OF INDOLE DERIVATIVES WITH TMSN3 IS DESCRIBED. THE REACTION PROCEEDED UNDER PHOTOCATALYST-FREE CONDITIONS TO FURNISH TRANS-2-AZIDOINDOLIN-3-OLS WITH HIGH REGIOSELECTIVITY AND STEREOSELECTIVITY. THE PROTOCOL IS OPERATIONALLY SIMPLE;JOURNAL OF ORGANIC CHEMISTRY;Chemistry;Organic Chemistry
CHIRAL PHOSPHORIC ACID CATALYSIS: THE TERADA MODEL REVISITED;SINCE AKIYAMA AND TERADA INDEPENDENTLY REPORTED THE INTRODUCTION OF CHIRAL PHOSPHORIC ACIDS (CPAS) AS EFFECTIVE CATALYSTS FOR MANNICH-TYPE REACTIONS IN 2004, THE FIELD OF CPA CATALYSIS HAS GROWN IMMENSELY. TERADA REPORTED IN 2008 THE FIRST EXAMPLE OF THE ACTIVATION OF ALDEHYDES B;JOURNAL OF ORGANIC CHEMISTRY;Chemistry;Organic Chemistry
STEREOSELECTIVE PALLADIUM-CATALYZED ARYLATION OF EXO-GLYCALS WITH ARYL IODIDES;A NOVEL METHODOLOGY FOR THE ARYLATION OF EXO-GLYCALS HAS BEEN DEVELOPED. A RANGE OF EXO-GLYCALS UNDERWENT REACTIONS WITH ARYL IODIDES IN THE PRESENCE OF A PALLADIUM CATALYST. THE TRANSFORMATION PROCEEDED IN A STEREOSELECTIVE MANNER TO AFFORD Z-ISOMERS. THE DEVELOPED TRANSFORMATIO;JOURNAL OF ORGANIC CHEMISTRY;Chemistry;Organic Chemistry
DIISOPRENYL-CYCLOHEXENE/ANE-TYPE MEROTERPENOIDS FROM BISCOGNIAUXIA SP. AND THEIR ANTI-INFLAMMATORY ACTIVITIES;A SECONDARY METABOLITES INVESTIGATION ON BISCOGNIAUXIA SP. 71-10-1-1 WAS CARRIED OUT, WHICH LED TO THE OBTENTION OF NINE NEW DIISOPRENYL-CYCLOHEXENE/ANE-TYPE MEROTERPENOIDS (1-9) AND TWO NEW ISOPRENYLBENZOIC ACID-TYPE MEROTERPENIODS (10-11). THE STRUCTURES OF THESE ISOLATES WERE ;JOURNAL OF ORGANIC CHEMISTRY;Chemistry;Organic Chemistry
VISIBLE-LIGHT-MEDIATED ADDITIVE-FREE DECARBOXYLATIVE KETONIZATION REACTION OF ACRYLIC ACIDS: AN ACCESS TO ALPHA-THIOCYANATE KETONES;VISIBLE-LIGHT-MEDIATED ADDITIVE-FREE DECARBOXYLATIVE FUNCTIONALIZATION OF ACRYLIC ACIDS HAS BEEN DEVELOPED. THE REACTION USES INEXPENSIVE ORGANIC DYE 9,10-DICYANOANTHRACENE AS A PHOTOCATALYST AND USES THE UBIQUITOUS DIOXYGEN AS BOTH AN OXYGEN SOURCE AND AN OXIDANT. THROUGH THIS M;JOURNAL OF ORGANIC CHEMISTRY;Chemistry;Organic Chemistry
METAL-FREE CASCADE FORMATION OF INTERMOLECULAR C-N BONDS ACCESSING SUBSTITUTED ISOINDOLINONES UNDER CATHODIC REDUCTION;AN ELECTROCHEMICAL PROTOCOL FOR THE CONSTRUCTION OF SUBSTITUTED ISOINDOLINONES VIA REDUCTION/AMIDATION OF 2-CARBOXYBENZALDEHYDES AND AMINES HAS BEEN REALIZED. UNDER METAL-FREE AND EXTERNAL-REDUCTANT-FREE ELECTROLYTIC CONDITIONS, THE REACTION ACHIEVES THE CASCADE FORMATION OF INTE;JOURNAL OF ORGANIC CHEMISTRY;Chemistry;Organic Chemistry
ENANTIOSELECTIVE SYNTHESIS OF CHIRAL PHOSPHONATES VIA RH/F-SPIROPHOS CATALYZED ASYMMETRIC HYDROGENATION OF BETA,BETA-DISUBSTITUTED UNSATURATED PHOSPHONATES;THE FIRST ASYMMETRIC HYDROGENATION OF BETA,BETA-DIARYL UNSATURATED PHOSPHONATES HAS BEEN REALIZED FOR SYNTHESIS OF BETA,BETA-DIARYL CHIRAL PHOSPHONATES WITH EXCELLENT ENANTIOSELECTIVITIES (UP TO 99.9% EE) CATALYZED BY THE RH-(R, R)-F-SPIROPHOS COMPLEX. FURTHERMORE, THIS CATALYST ;JOURNAL OF ORGANIC CHEMISTRY;Chemistry;Organic Chemistry
TOTAL SYNTHESIS OF (-)-CANADINE, (-)-ROTUNDINE, (-)-SINACTINE, AND (-)-XYLOPININE USING A LAST-STEP ENANTIOSELECTIVE IR-CATALYZED HYDROGENATION;A CONCISE ASYMMETRIC TOTAL SYNTHESIS OF A GROUP OF TETRAHYDROPROTOBERBERINE ALKALOIDS, (-)-CANADINE, (-)-ROTUNDINE, (-)-SINACTINE, AND (-)-XYLOPININE, HAS BEEN ACCOMPLISHED IN THREE STEPS FROM THE COMMERCIALLY AVAILABLE CORRESPONDING DISUBSTITUTED PHENYLETHYLAMINE AND DISUBSTITUT;JOURNAL OF ORGANIC CHEMISTRY;Chemistry;Organic Chemistry
BORON TRIFLUORIDE-MEDIATED CYCLOADDITION OF 3-BROMOTETRAZINE AND SILYL ENOL ETHERS: SYNTHESIS OF 3-BROMO-PYRIDAZINES;PYRIDAZINES ARE IMPORTANT SCAFFOLDS FOR MEDICINAL CHEMISTRY OR CROP PROTECTION AGENTS, YET THE SELECTIVE PREPARATION OF 3-BROMO-PYRIDAZINES WITH HIGH REGIOCONTROL REMAINS DIFFICULT. WE ACHIEVED THE LEWIS ACID-MEDIATED INVERSE ELECTRON DEMAND DIELS-ALDER REACTION BETWEEN 3-MONOSUB;JOURNAL OF ORGANIC CHEMISTRY;Chemistry;Organic Chemistry
ENANTIOSELECTIVE TOTAL SYNTHESIS OF NITRARIA ALKALOIDS: (+)-NITRAMINE, (+)-ISONITRAMINE, (-)-ISONITRAMINE, AND (-)-SIBIRINE VIA ASYMMETRIC PHASE-TRANSFER CATALYTIC ALPHA-ALLYLATIONS OF ALPHA-CARBOXYLACTAMS;MANY OPTICALLY ACTIVE 2-AZASPIROCYCLIC STRUCTURES HAVE FREQUENTLY BEEN FOUND IN BIOLOGICALLY ACTIVE NATURAL PRODUCTS. IN PARTICULAR, NITRARIA ALKALOIDS, (+)-NITRAMINE, (+)-ISONITRAMINE, (-)-ISONITRAMINE, AND (-)-SIBIRINE, HAVE STEREO H GENICITY ON THEIR QUATERNARY CARBON OF THE 2;JOURNAL OF ORGANIC CHEMISTRY;Chemistry;Organic Chemistry
KINETIC RESOLUTION OF [2.2]PARACYCLOPHANE-DERIVED CYCLIC N-SULFONYLIMINES VIA PALLADIUM-CATALYZED ADDITION OF ARYLBORONIC ACIDS;A FACILE METHOD FOR KINETIC RESOLUTION OF [2.2]PARACYCLOPHANE-DERIVED CYCLIC N-SULFONYLIMINES BASED ON PALLADIUM-CATALYZED ADDITION OF ARYLBORONIC ACIDS WAS DEVELOPED, GIVING TWO KINDS OF PLANAR CHIRAL [2.2]PARACYCLOPHANE DERIVATIVES IN EXCELLENT DIASTEREOSELECTIVITIES AND UP TO ;JOURNAL OF ORGANIC CHEMISTRY;Chemistry;Organic Chemistry
PD(II)-CATALYZED ARYLATION/OXIDATION OF BENZYLIC C-H OF 8-METHYLQUINOLINES: ACCESS TO 8-BENZOYLQUINOLINES;AN EFFICIENT ACCESS TO 8-BENZOYLQUINOLINE WAS DEVELOPED BY A SEQUENTIAL ARYLATION/OXIDATION OF 8-METHYLQUINOLINES WITH ARYL IODIDES IN THE PRESENCE OF PD(OAC)(2). THIS TRANSFORMATION DEMONSTRATES GOOD TOLERANCE OF A WIDE RANGE OF FUNCTIONAL GROUPS ON ARYL IODIDES, PROVIDING GOOD ;JOURNAL OF ORGANIC CHEMISTRY;Chemistry;Organic Chemistry
UNIFIED APPROACH TO BENZO[D]THIAZOL-2-YL-SULFONAMIDES;IN THIS PAPER, WE REPORT A UNIFIED APPROACH TO N-SUBSTITUTED AND N,N-DISUBSTITUTED BENZOTHIAZOLE (BT) SULFONAMIDES. OUR APPROACH TO BT-SULFONAMIDES STARTS FROM SIMPLE COMMERCIALLY AVAILABLE BUILDING BLOCKS (BENZO[D]THIAZOLE-2-THIOL AND PRIMARY AND SECONDARY AMINES) THAT ARE CONNE;JOURNAL OF ORGANIC CHEMISTRY;Chemistry;Organic Chemistry
PRODUCTION OF HETERODIMERIC DIKETOPIPERAZINES EMPLOYING A MYCOBACTERIUM-BASED WHOLE-CELL BIOCATALYSIS SYSTEM;"HETERODIMERIC TRYPTOPHAN-CONTAINING DIKETOPIPERAZINES (HTDKPS) ARE AN IMPORTANT CLASS OF BIOACTIVE SECONDARY METABOLITES. P450-MEDIATED BIOCATALYSIS OFFERS A PRACTICAL AVENUE TO ACCESS THEIR STRUCTURAL DIVERSITY; HOWEVER, MANY OF THESE ENZYMES ARE INSOLUBLE IN ESCHERICHIA COLI AN";JOURNAL OF ORGANIC CHEMISTRY;Chemistry;Organic Chemistry
A DIVERSITY-ORIENTED STRATEGY FOR CHEMICAL SYNTHESIS OF GLYCOSPHINGOLIPIDS: SYNTHESIS OF GLYCOSPHINGOLIPID LCGG4 AND ITS ANALOGUES AND DERIVATIVES;A DIVERSITY-ORIENTED STRATEGY WAS DEVELOPED FOR THE SYNTHESIS OF GLYCOSPHINGOLIPIDS (GSLS). THIS STRATEGY WAS HIGHLIGHTED BY USING A SIMPLE LACTOSIDE CONTAINING THE CORE STRUCTURES OF GSL GLYCAN AND LIPID AS THE UNIVERSAL STARTING MATERIAL TO OBTAIN DIFFERENT SYNTHETIC TARGETS UP;JOURNAL OF ORGANIC CHEMISTRY;Chemistry;Organic Chemistry
DECIPHERING REACTIVITY AND SELECTIVITY PATTERNS IN ALIPHATIC C-H BOND OXYGENATION OF CYCLOPENTANE AND CYCLOHEXANE DERIVATIVES;A KINETIC, PRODUCT, AND COMPUTATIONAL STUDY ON THE REACTIONS OF THE CUMYLOXYL RADICAL WITH MONOSUBSTITUTED CYCLOPENTANES AND CYCLOHEXANES HAS BEEN CARRIED OUT. HAT RATES, SITE-SELECTIVITIES FOR C-H BOND OXIDATION, AND DFT COMPUTATIONS PROVIDE QUANTITATIVE INFORMATION AND THEORETI;JOURNAL OF ORGANIC CHEMISTRY;Chemistry;Organic Chemistry
SYNTHESIS OF ENANTIOENRICHED 3,4-DISUBSTITUTED CHROMANS THROUGH LEWIS BASE CATALYZED CARBOSULFENYLATION;A METHOD FOR THE CATALYTIC, ENANTIOSELECTIVE, CARBOSULFENYLATION OF ALKENES TO CONSTRUCT 3,4-DISUBSTITUTED CHROMANS IS DESCRIBED. ALKENE ACTIVATION PROCEEDS THROUGH THE INTERMEDIACY OF ENANTIOENRICHED, CONFIGURATIONALLY STABLE THIIRANIUM IONS GENERATED FROM CATALYTIC, LEWIS BASE ;JOURNAL OF ORGANIC CHEMISTRY;Chemistry;Organic Chemistry
SUPRAMOLECULAR ARCHITECTURE THROUGH SELF-ORGANIZATION OF JANUS-FACED HOMOAZANUCLEOSIDES;DESIGN OF JANUS-FACED OR DOUBLE-HEADED HOMOAZANUCLEOSIDES WITH THE POSSIBILITY TO UNDERGO SELF-ORGANIZATION THROUGH BASE PAIRING HAS BEEN CONCEPTUALIZED AND ACCOMPLISHED. THE SYNTHETIC STRATEGY DEMONSTRATES THE UNIQUE ABILITY TO INTRODUCE TWO SIMILAR OR COMPLEMENTARY NUCLEOBASES ;JOURNAL OF ORGANIC CHEMISTRY;Chemistry;Organic Chemistry
MANGANESE CATALYZED DIRECT AMIDATION OF ESTERS WITH AMINES;THE TRANSITION METAL CATALYZED AMIDE BOND FORMING REACTION OF ESTERS WITH AMINES HAS BEEN DEVELOPED AS AN ADVANCED APPROACH FOR OVERCOMING THE SHORTCOMINGS OF TRADITIONAL METHODS. THE BROAD SCOPE OF SUBSTRATES IN TRANSITION METAL CATALYZED AMIDATIONS REMAINS A CHALLENGE. HERE, A ;JOURNAL OF ORGANIC CHEMISTRY;Chemistry;Organic Chemistry
SYNTHESIS AND CHARACTERIZATION OF PERALKYLATED PYRROLE-FUSED AZACORONENE;A HEXAPYRROLOHEXAAZACORONENE (HPHAC) WITH 12 LESS-BULKY PERIPHERAL ETHYL GROUPS THAN ITS ARYL-CONTAINING HPHAC COUNTERPART WAS SYNTHESIZED TO INVESTIGATE THE INNATE CHARACTER OF HPHAC. X-RAY DIFFRACTION ANALYSIS REVEALED THAT HPHAC HAD A PLANAR STRUCTURE AND CLOSE PACKING BECAUSE;JOURNAL OF ORGANIC CHEMISTRY;Chemistry;Organic Chemistry
SYNTHESIS AND SPECTROSCOPIC PROPERTIES OF 1,2,3-TRIAZOLE BOPAHY DYES AND THEIR WATER-SOLUBLE TRIAZOLIUM SALTS;WATER-SOLUBLE BOPAHY FLUOROPHORES HAVE NOT YET BEEN REPORTED. THE POTENTIAL OF 1,2,3-TRIAZOLIUM SALTS FOR THE FORMATION OF WATER-SOLUBLE CHROMOPHORES IS EXPLORED. 1,2,3-TRIAZOLE-SUBSTITUTED PYRROLES WERE SYNTHESIZED IN A METAL-FREE PATHWAY AND ALKYLATED TO OBTAIN WATER-SOLUBLE 1,;JOURNAL OF ORGANIC CHEMISTRY;Chemistry;Organic Chemistry
SYNTHESIS OF 4-ARYL PYRROLO[1,2-ALPHA]QUINOXALINES VIA IRON-CATALYZED OXIDATIVE COUPLING FROM AN UNACTIVATED METHYL ARENE;HEREIN, WE DESCRIBE THE DIRECT SYNTHESIS OF PYRROLO[1,2-ALPHA]QUINOXALINE VIA OXIDATIVE COUPLING BETWEEN METHYL ARENE AND 1-(2-AMINOPHENYL) PYRROLES. OXIDATION OF THE BENZYLIC CARBON OF THE METHYL ARENE WAS ACHIEVED BY DI-T-BUTYL PEROXIDE IN THE PRESENCE OF AN IRON CATALYST, FOLL;JOURNAL OF ORGANIC CHEMISTRY;Chemistry;Organic Chemistry
BIOMIMETICALLY INSPIRED, ONE-STEP SYNTHESIS OF EXOTINE A AND EXOTINE B;THE ONE-STEP SYNTHESES OF EXOTINE A AND EXOTINE B, WHICH COMPRISE THE UNUSUAL COUMARIN-CYCLOHEPTA[B]INDOLE RING SYSTEM, HAVE BEEN ACHIEVED VIA THE BIOMIMETICALLY INSPIRED COMBINATION OF INDOLE, PRENAL, AND EITHER TRANS-DEHYDROOSTHOL OR GLEINADIENE. THIS FACILE THREE-COMPONENT REA;JOURNAL OF ORGANIC CHEMISTRY;Chemistry;Organic Chemistry
SYNTHESIS OF ORTHOGONALLY PROTECTED LABIONIN;WE REPORT THE FIRST SYNTHESIS OF THE COMPLEX AMINO ACID LABIONIN IN A FULLY ORTHOGONALLY PROTECTED AND STEREOPURE FORM. THE STRUCTURE-WHICH INCORPORATES FIVE ORTHOGONAL PROTECTING GROUPS AND THREE STEREOGENIC CENTERS-WAS ASSEMBLED USING TWO KEY SYNTHETIC STEPS: (1) A THIA-MICHAEL;JOURNAL OF ORGANIC CHEMISTRY;Chemistry;Organic Chemistry
STEREOCONTROLLED SYNTHESIS OF PSEUROTIN A(2);WE REPORT SYNTHESIS OF TWO DIASTEREOMERIC STRUCTURES PREVIOUSLY PROPOSED FOR THE COMPLEX SECONDARY METABOLITE PSEUROTIN A(2). BOTH STRUCTURES WERE ACCESSED FROM THE SAME BUILDING BLOCKS TAKING ADVANTAGE OF A STEREODIVERGENT NICKEL(II)-IAMINE-CATALYZED 1,4-ADDITION OF A CHIRAL 2-A;JOURNAL OF ORGANIC CHEMISTRY;Chemistry;Organic Chemistry
METAL-FREE, ACID-CATALYZED 1,6-CONJUGATE ADDITION OF NH-SULFOXIMINES TO PARA-QUINONE METHIDES: ACCESSING TO DIARYLMETHINE IMINO SULFANONE;WE HAVE REPORTED AN EFFICIENT AND METAL-FREE METHOD FOR THE CONSTRUCTION OF ALPHA-DIARYLMETHINE IMINO SULFANONE USING ACID-CATALYZED 1,6-CONJUGATE ADDITION OF SULFOXIMINES ON PARA-QUININE METHIDES (P-QMS). THIS METHOD SHOWED BROAD FUNCTIONAL GROUP TOLERANCE AND A WIDE RANGE OF SU;JOURNAL OF ORGANIC CHEMISTRY;Chemistry;Organic Chemistry
RADICAL-MEDIATED ACTIVATION OF ESTERS WITH A COPPER/SELECTFLUOR SYSTEM: SYNTHESIS OF BULKY AMIDES AND PEPTIDES;HEREIN, WE DESCRIBE A NEW APPROACH FOR THE ACTIVATION OF ESTERS VIA A RADICAL-MEDIATED PROCESS ENABLED BY A COPPER/SELECTFLUOR SYSTEM. A VARIETY OF PARA-METHOXYBENZYL ESTERS DERIVED FROM BULKY CARBOXYLIC ACIDS AND AMINO ACIDS CAN BE EASILY CONVERTED INTO THE CORRESPONDING ACYL FL;JOURNAL OF ORGANIC CHEMISTRY;Chemistry;Organic Chemistry
A STEREOCONTROLLED SYNTHESIS OF A PHOSPHOROTHIOATE CYCLIC DINUCLEOTIDE-BASED STING AGONIST;WE DESCRIBE A STEREODEFINED SYNTHESIS OF THE NEWLY IDENTIFIED NON-NATURAL PHOSPHOROTHIOATE CYCLIC DINUCLEOTIDE (CDN) STING AGONIST, BMT-390025. THE NEW ROUTE AVOIDS THE LOW-YIELDING RACEMIC APPROACH USING P(III)-BASED REAGENTS, AND THE STEREOSPECIFIC ASSEMBLY OF THE PHOSPHOROTHIO;JOURNAL OF ORGANIC CHEMISTRY;Chemistry;Organic Chemistry
NATIVE CHEMICAL LIGATION OF HIGHLY HYDROPHOBIC PEPTIDES IN IONIC LIQUID-CONTAINING MEDIA;THE CHEMICAL SYNTHESIS OF A HIGHLY HYDROPHOBIC MEMBRANE-ASSOCIATED PEPTIDE BY NATIVE CHEMICAL LIGATION (NCL) IN AN IONIC LIQUID (IL) [C(2)MIM][OAC]/BUFFER MIXTURE WAS ACHIEVED BY EMPLOYING PEPTIDE CONCENTRATIONS UP TO 11 MM. NCL WAS STUDIED AT DIFFERENT PH AND WATER CONTENT AND C;JOURNAL OF ORGANIC CHEMISTRY;Chemistry;Organic Chemistry
DECIPHERING REACTIVITY AND SELECTIVITY PATTERNS IN ALIPHATIC C-H BOND OXYGENATION OF CYCLOPENTANE AND CYCLOHEXANE DERIVATIVES;A KINETIC, PRODUCT, AND COMPUTATIONAL STUDY ON THE REACTIONS OF THE CUMYLOXYL RADICAL WITH MONOSUBSTITUTED CYCLOPENTANES AND CYCLOHEXANES HAS BEEN CARRIED OUT. HAT RATES, SITE-SELECTIVITIES FOR C-H BOND OXIDATION, AND DFT COMPUTATIONS PROVIDE QUANTITATIVE INFORMATION AND THEORETI;JOURNAL OF ORGANIC CHEMISTRY;Chemistry;Organic Chemistry
MANGANESE-CATALYZED ACHMATOWICZ REARRANGEMENT USING GREEN OXIDANT H2O2;OXIDATION REACTIONS HAVE BEEN EXTENSIVELY STUDIED IN THE CONTEXT OF THE TRANSFORMATIONS OF BIOMASS-DERIVED FURANS. HOWEVER, IN CONTRAST TO THE VAST LITERATURE ON UTILIZING THE STOICHIOMETRIC OXIDANTS, SUCH AS M-CPBA AND NBS, CATALYTIC METHODS FOR THE OXIDATIVE FURAN-RECYCLIZATION;JOURNAL OF ORGANIC CHEMISTRY;Chemistry;Organic Chemistry
APPLICATION OF 1,4-OXAZINONE PRECURSORS TO THE CONSTRUCTION OF PYRIDINE DERIVATIVES BY TANDEM INTERMOLECULAR CYCLOADDITION/CYCLOREVERSION;THIS STUDY REVEALS A NEW METHOD FOR THE PREPARATION OF 1,4-OXAZINONE DERIVATIVES BY STAUDINGER REDUCTIVE CYCLIZATION OF FUNCTIONALIZED VINYL AZIDE PRECURSORS. THE RESULTING OXAZINONE DERIVATIVES PREPARED IN THIS MANNER WERE INTERCEPTED WITH TERMINAL ALKYNE SUBSTRATES THROUGH AN I;JOURNAL OF ORGANIC CHEMISTRY;Chemistry;Organic Chemistry
